Fecha,AGU_I,AGU_L,AGU,AGU_R,BCN_I,BCN_L,BCN,BCN_R,BCS_I,BCS_L,BCS,BCS_R,CAM_I,CAM_L,CAM,CAM_R,CHP_I,CHP_L,CHP,CHP_R,CHH_I,CHH_L,CHH,CHH_R,CMX_I,CMX_L,CMX,CMX_R,COA_I,COA_L,COA,COA_R,COL_I,COL_L,COL,COL_R,DUR_I,DUR_L,DUR,DUR_R,GUA_I,GUA_L,GUA,GUA_R,GRO_I,GRO_L,GRO,GRO_R,HID_I,HID_L,HID,HID_R,JAL_I,JAL_L,JAL,JAL_R,MIC_I,MIC_L,MIC,MIC_R,MOR_I,MOR_L,MOR,MOR_R,MEX_I,MEX_L,MEX,MEX_R,NAY_I,NAY_L,NAY,NAY_R,NLE_I,NLE_L,NLE,NLE_R,OAX_I,OAX_L,OAX,OAX_R,PUE_I,PUE_L,PUE,PUE_R,QUE_I,QUE_L,QUE,QUE_R,ROO_I,ROO_L,ROO,ROO_R,SLP_I,SLP_L,SLP,SLP_R,SIN_I,SIN_L,SIN,SIN_R,SON_I,SON_L,SON,SON_R,TAB_I,TAB_L,TAB,TAB_R,TAM_I,TAM_L,TAM,TAM_R,TLA_I,TLA_L,TLA,TLA_R,VER_I,VER_L,VER,VER_R,YUC_I,YUC_L,YUC,YUC_R,ZAC_I,ZAC_L,ZAC,ZAC_R,Pos_I,Pos_L,Pos,Pos_rep,Susp_rep,Neg_rep,IRAG_Test,Tested_tot,Recovered
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,30,186,140,363,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,24,201,140,372,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,12,218,140,377,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,37,234,140,418,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,11,49,264,182,507,1
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,15,82,298,182,577,1
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,1,11,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,2,2,4,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,3,27,26,105,344,182,658,1
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,2,17,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,3,0,3,0,2,0,2,0,3,0,3,0,2,2,4,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37,4,41,41,155,404,182,782,2
2020-03-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,16,2,18,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,5,0,5,0,2,0,2,0,5,1,6,0,4,2,6,0,1,0,1,0,2,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,48,5,53,53,176,482,182,893,3
2020-03-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18,3,21,0,1,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,8,1,9,1,0,0,0,0,13,0,13,0,2,0,2,0,7,1,8,0,5,2,7,0,3,1,4,0,2,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,73,9,82,82,171,579,182,1014,3
2020-03-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,18,3,21,0,1,0,1,1,0,0,0,0,3,0,3,0,1,0,1,0,1,1,2,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,13,1,14,0,2,0,2,0,8,1,9,0,5,2,7,0,3,1,4,0,2,0,2,0,2,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,82,11,93,93,206,672,182,1153,3
2020-03-18,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,20,4,24,0,1,0,1,1,1,0,1,0,3,0,3,0,4,0,4,0,1,1,2,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,9,1,10,1,0,0,0,0,18,1,19,0,2,0,2,0,8,1,9,0,5,2,7,0,5,1,6,0,3,0,3,0,2,0,2,1,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,2,0,2,0,8,0,8,0,0,0,0,0,104,14,118,118,314,787,182,1401,3
